Student_ID,Region,Subject,Gender,Grade_Level,Age,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Assignment_Submission_Rate,Percentage,Engagement_Level
5383,South Asia,Economics,Male,12,18,25,49.1,9.7,49.4,60.6,High
5384,South Asia,Computer Science,Male,12,18,13,28.0,12.9,55.1,81.8,Low
5385,North America,Science,Male,12,18,14,37.9,15.4,51.6,84.8,Medium
5386,South America,History,Female,12,17,16,26.2,7.7,42.7,75.2,Medium
5387,Europe,English,Female,11,17,20,14.3,12.7,42.2,58.7,Low
5388,South America,Mathematics,Male,12,18,18,20.3,13.7,40.5,65.2,Low
5389,South Asia,Science,Female,12,17,11,27.9,8.3,42.4,56.6,Low
5390,South America,Computer Science,Female,9,14,18,35.6,1.5,46.0,50.9,Medium
5391,Europe,History,Male,9,14,27,48.9,9.3,57.3,81.4,High
5392,North America,English,Female,12,17,11,16.3,11.0,54.7,64.7,Low
5393,Africa,Computer Science,Male,12,17,20,36.6,9.2,36.1,63.4,Medium
5394,Africa,History,Female,12,17,40,28.1,9.8,42.7,64.5,High
5395,East Asia,Economics,Male,12,18,36,41.7,6.3,35.2,76.1,High
5396,North America,Mathematics,Female,11,17,42,28.0,3.3,32.6,79.1,High
5397,South America,Science,Female,11,17,19,39.7,3.9,44.9,56.4,High
5398,South Asia,Science,Male,10,16,27,36.7,11.7,36.1,53.2,High
5399,South America,English,Female,11,16,16,10.8,1.5,37.7,62.5,Low
5400,South America,Economics,Male,9,14,36,43.3,16.0,43.3,59.1,High
5401,South America,English,Female,11,17,21,2.2,10.6,36.1,58.5,Low
5402,Africa,Science,Female,9,15,26,26.2,7.6,37.1,49.9,Medium
5403,Africa,Mathematics,Male,9,14,10,30.6,7.8,61.6,47.9,Low
5404,East Asia,English,Female,10,15,27,31.6,7.8,44.6,78.0,High
5405,North America,Science,Male,11,17,21,22.1,11.5,54.8,73.5,Medium
5406,South Asia,Science,Male,10,16,27,18.2,11.9,38.1,66.3,Medium
5407,Africa,Mathematics,Male,10,16,23,8.2,12.7,34.1,50.7,Low
5408,Africa,History,Female,12,17,10,15.4,6.6,37.4,63.4,Low
5409,East Asia,Computer Science,Female,11,17,25,17.0,5.0,22.9,66.3,Medium
5410,Africa,Computer Science,Female,10,16,10,28.8,7.3,43.1,78.4,Low
5411,North America,Mathematics,Male,9,15,23,14.2,12.0,42.8,65.4,Low
5412,South Asia,Economics,Female,10,15,23,20.0,12.6,39.3,47.3,Medium
5413,East Asia,History,Male,9,14,23,39.6,5.3,29.2,89.8,High
5414,South America,History,Female,9,15,13,46.7,13.3,49.8,79.1,High
5415,Europe,Economics,Other,12,17,36,30.4,2.7,29.8,78.2,High
5416,Europe,Science,Female,12,17,18,35.7,11.6,51.7,56.9,Medium
5417,South Asia,History,Male,11,16,37,50.9,10.6,63.7,69.7,High
5418,Europe,Mathematics,Male,9,14,10,15.5,11.3,19.2,59.0,Low
5419,East Asia,English,Male,12,17,16,22.7,7.7,49.8,54.9,Low
5420,East Asia,Science,Female,11,17,27,34.8,16.0,40.2,82.3,High
5421,Africa,Science,Female,9,14,13,28.9,12.5,46.1,58.8,Medium
5422,South America,History,Female,10,15,32,39.2,17.5,44.8,77.3,High
5423,North America,Mathematics,Other,10,16,13,31.5,2.6,53.3,55.7,Medium
5424,Europe,Economics,Male,11,16,24,54.3,10.7,49.3,63.0,High
5425,Europe,Science,Male,10,15,8,22.4,9.3,32.6,47.6,Low
5426,Europe,Mathematics,Female,9,14,13,38.2,2.3,43.9,64.4,Medium
5427,Africa,English,Male,10,15,10,0.0,11.3,23.1,51.7,Low
5428,North America,English,Male,12,18,20,22.5,12.9,38.9,68.4,Medium
5429,North America,History,Male,12,18,9,0.0,12.0,27.2,47.3,Low
5430,South America,Computer Science,Female,10,15,16,62.0,12.0,78.9,82.9,High
5431,South America,History,Male,12,17,44,60.0,7.3,57.6,83.2,High
5432,Europe,History,Other,10,16,2,7.5,5.4,45.4,66.1,Low
5433,Europe,Computer Science,Female,10,15,9,14.9,6.5,36.0,68.6,Low
5434,East Asia,History,Female,10,16,11,8.7,11.7,27.6,49.8,Low
5435,East Asia,Mathematics,Male,12,18,15,27.5,12.8,47.7,74.8,Medium
5436,South America,English,Male,12,17,6,24.2,9.3,33.9,64.1,Low
5437,South Asia,Computer Science,Female,12,18,9,11.7,11.2,28.2,38.0,Low
5438,North America,Science,Male,10,16,45,46.3,7.8,45.2,86.7,High
5439,South Asia,Economics,Male,11,17,18,16.7,10.1,36.8,50.5,Low
5440,East Asia,English,Male,10,16,6,17.3,4.4,46.4,74.6,Low
5441,East Asia,Science,Female,12,17,15,33.4,1.8,43.8,66.2,Medium
5442,East Asia,English,Female,12,18,5,10.5,1.4,48.3,58.6,Low
5443,South America,History,Female,12,17,27,9.9,7.9,27.3,58.8,Low
5444,Africa,Computer Science,Female,12,17,7,23.9,0.9,62.0,71.2,Low
5445,Europe,Science,Male,9,15,14,24.0,4.6,49.9,81.6,Low
5446,South Asia,Science,Male,12,18,9,55.2,9.8,66.9,62.2,High
5447,Africa,Mathematics,Male,9,14,33,52.4,16.6,35.5,57.7,High
5448,South Asia,English,Female,9,15,33,42.8,10.5,61.2,79.1,High
5449,South Asia,Economics,Male,12,18,16,14.2,6.5,48.0,69.1,Low
5450,Europe,Economics,Female,11,16,19,25.1,0.0,33.6,73.0,Medium
5451,Europe,History,Male,12,17,29,17.2,18.8,28.5,64.3,Medium
5452,Africa,History,Male,11,16,18,30.5,8.9,47.5,55.1,Medium
5453,South America,History,Female,10,15,24,16.9,6.9,42.8,76.0,Medium
5454,Africa,Science,Male,12,18,3,38.6,5.2,48.5,58.3,Low
5455,Europe,English,Male,11,17,14,28.8,3.1,41.7,65.8,Medium
5456,North America,Economics,Male,10,16,33,38.8,7.6,45.2,72.4,High
5457,North America,History,Male,11,16,22,27.3,10.0,41.2,83.6,Medium
5458,South Asia,Science,Male,10,16,9,8.0,10.6,37.7,54.8,Low
5459,East Asia,Mathematics,Male,9,15,9,30.1,8.6,57.2,58.1,Low
5460,South America,Computer Science,Male,10,16,18,0.0,11.7,38.8,63.8,Low
5461,South America,Economics,Female,9,15,18,26.4,8.6,46.9,59.8,Medium
5462,North America,Mathematics,Female,11,16,36,54.1,6.9,58.8,67.1,High
5463,Africa,English,Male,11,17,13,34.4,12.4,56.7,55.3,Medium
5464,Europe,Economics,Other,11,17,14,36.6,3.9,42.7,74.7,Medium
5465,Europe,Science,Male,10,16,14,35.2,8.0,30.0,73.3,Medium
5466,East Asia,Science,Female,12,18,14,25.3,11.5,43.1,75.4,Low
5467,North America,English,Other,11,16,16,25.3,6.0,42.6,65.3,Medium
5468,South Asia,English,Female,11,16,8,25.3,10.1,47.9,50.8,Low
5469,East Asia,English,Male,11,16,25,23.8,10.5,56.8,77.0,Medium
5470,Europe,Economics,Female,12,17,30,12.2,7.7,36.4,67.2,Medium
5471,East Asia,Economics,Male,9,14,25,23.9,11.5,28.2,54.2,Medium
5472,South Asia,History,Male,12,17,28,45.3,3.5,44.4,70.5,High
5473,Africa,Mathematics,Female,10,16,52,38.3,10.3,34.9,74.6,High
5474,Europe,Science,Male,9,15,18,16.9,6.7,71.6,54.1,Low
5475,North America,Science,Female,10,16,38,29.9,13.3,47.3,79.6,High
5476,East Asia,Mathematics,Female,9,15,26,34.9,10.1,43.6,65.7,High
5477,Europe,English,Female,11,17,12,29.1,6.2,37.6,62.8,Low
5478,Africa,Mathematics,Female,12,17,43,30.8,6.2,49.5,65.3,High
5479,North America,History,Female,11,17,17,62.8,11.4,52.4,67.3,High
5480,East Asia,Science,Male,11,16,21,30.5,12.9,51.6,75.7,Medium
5481,South America,Computer Science,Female,9,15,23,29.6,17.7,56.2,92.6,High
5482,North America,History,Female,10,16,18,56.2,6.2,76.2,85.3,High
5483,Europe,Economics,Male,10,15,39,34.4,13.4,52.8,79.3,High
5484,South America,English,Male,10,16,20,50.7,13.5,53.8,57.0,High
5485,East Asia,Mathematics,Male,12,18,10,19.9,12.6,49.2,75.8,Low
5486,Europe,Economics,Male,10,16,28,17.6,6.1,23.7,67.8,Medium
5487,Europe,Science,Female,9,14,25,29.8,3.4,51.0,68.4,Medium
5488,Africa,Computer Science,Male,9,15,17,21.8,4.2,28.2,54.8,Low
5489,South America,Computer Science,Female,9,14,38,36.9,11.9,38.2,78.5,High
5490,South Asia,Economics,Female,12,17,25,41.4,1.8,45.9,57.5,High
5491,South Asia,History,Female,9,14,7,22.1,13.9,32.8,62.1,Low
5492,Africa,History,Female,10,15,11,29.6,5.9,34.6,64.0,Low
5493,Europe,English,Female,11,17,18,41.4,5.2,60.4,67.8,High
5494,Europe,English,Female,11,17,31,45.4,13.0,61.1,77.5,High
5495,Africa,Computer Science,Female,12,18,12,23.9,11.6,40.9,65.8,Low
5496,Europe,History,Male,12,17,19,47.5,10.4,43.9,70.1,High
5497,Africa,Mathematics,Female,9,14,26,35.3,11.1,40.8,61.4,High
5498,South Asia,English,Female,12,17,34,46.5,12.1,47.6,73.5,High
5499,South America,Economics,Female,10,15,25,27.5,11.7,32.2,48.8,Medium
5500,North America,Science,Male,9,14,27,27.8,5.7,62.1,74.9,Medium
5501,South America,English,Female,11,16,8,27.0,3.8,30.0,71.1,Low
5502,Europe,Economics,Female,9,15,34,20.5,15.4,42.0,57.3,Medium
5503,North America,Science,Other,10,16,11,19.3,10.4,46.7,85.6,Low
5504,Africa,Computer Science,Male,9,14,19,26.0,10.8,46.8,66.2,Medium
5505,East Asia,Computer Science,Female,12,18,23,18.0,11.8,35.4,63.5,Medium
5506,South America,Science,Male,9,14,11,27.6,5.1,42.9,48.8,Low
5507,North America,Economics,Female,12,17,11,17.3,7.7,34.1,73.7,Low
5508,North America,English,Male,10,15,18,30.1,10.5,29.3,72.4,High
5509,East Asia,Science,Female,9,14,28,39.4,7.5,39.4,81.3,High
5510,South America,Science,Female,11,16,16,12.3,12.9,32.6,64.3,Low
5511,South Asia,Science,Male,10,15,16,44.1,8.2,54.6,60.7,High
5512,Africa,History,Male,9,15,22,39.9,10.6,38.4,69.3,High
5513,South America,Science,Female,10,15,20,19.1,12.0,37.9,56.4,Low
5514,South America,English,Female,9,15,24,45.2,15.7,58.0,69.3,High
5515,East Asia,Computer Science,Female,11,17,15,33.1,15.9,36.4,91.1,Medium
5516,Africa,Economics,Female,10,16,24,50.6,3.1,54.9,64.5,High
5517,East Asia,Computer Science,Female,9,15,15,12.4,11.2,30.9,69.1,Low
5518,Africa,History,Male,9,14,19,46.7,11.1,52.9,68.5,High
5519,East Asia,Computer Science,Male,12,17,13,12.4,4.3,37.5,55.2,Low
5520,East Asia,English,Male,10,16,7,17.8,5.9,32.5,68.4,Low
5521,South Asia,Science,Male,12,18,21,21.5,13.3,53.0,64.0,Medium
5522,East Asia,Computer Science,Female,10,15,16,30.0,1.7,51.6,75.8,Medium
5523,Africa,Mathematics,Male,11,16,14,25.3,4.1,45.7,63.2,Low
5524,South America,Economics,Female,11,16,14,32.5,15.6,47.1,68.8,Medium
5525,East Asia,English,Male,10,16,13,37.2,1.9,56.5,73.7,Medium
5526,North America,Computer Science,Male,11,17,22,27.6,12.9,45.2,62.8,Medium
5527,East Asia,Mathematics,Male,9,15,11,30.6,16.5,41.0,67.4,Medium
5528,Europe,English,Male,10,15,10,7.8,6.0,36.5,53.3,Low
5529,North America,English,Male,9,15,14,20.6,8.9,33.2,69.6,Low
5530,North America,English,Female,11,16,24,24.7,15.7,46.8,75.3,Medium
5531,East Asia,History,Male,11,17,16,11.2,9.4,27.7,60.4,Low
5532,South America,History,Male,12,17,12,24.5,8.6,30.9,52.2,Low
5533,East Asia,Economics,Other,9,15,18,48.3,10.7,54.6,88.2,High
5534,South Asia,Computer Science,Male,11,16,33,33.8,16.0,50.0,83.3,High
5535,North America,Science,Female,11,16,19,11.2,4.1,27.2,61.6,Low
5536,Africa,Economics,Female,11,17,21,14.1,8.2,47.6,67.9,Low
5537,North America,English,Male,12,17,15,38.8,4.5,48.7,75.0,Medium
5538,South America,English,Male,12,18,20,44.2,7.3,50.7,62.3,High
5539,Africa,Mathematics,Female,10,16,19,39.6,8.9,59.7,74.4,High
5540,South America,Computer Science,Male,10,15,22,35.2,6.0,47.3,78.2,High
5541,Europe,Economics,Male,11,17,24,25.6,13.0,40.6,56.3,Medium
5542,North America,Science,Male,12,18,26,22.1,4.3,33.7,60.0,Medium
5543,Europe,Economics,Male,10,15,41,34.0,0.0,33.4,65.9,High
5544,Africa,Mathematics,Female,11,17,12,18.6,8.7,23.6,67.9,Low
5545,Europe,Economics,Female,9,15,19,32.4,4.4,49.1,62.1,Medium
5546,South America,Science,Female,11,16,13,54.4,9.3,71.8,70.2,High
5547,North America,English,Male,10,16,26,11.1,16.0,30.2,72.0,Low
5548,North America,Mathematics,Other,12,18,27,46.4,8.0,47.7,66.0,High
5549,Europe,Economics,Female,11,16,40,53.1,15.6,54.5,75.9,High
5550,Africa,History,Female,9,15,19,21.4,9.3,34.7,59.2,Low
5551,East Asia,Economics,Female,11,16,28,37.1,9.7,51.7,71.9,High
5552,South Asia,English,Female,9,14,19,1.1,5.3,38.6,66.4,Low
5553,East Asia,Mathematics,Male,9,15,11,31.5,7.6,52.2,66.1,Medium
5554,East Asia,Computer Science,Female,11,17,23,33.4,10.3,61.0,88.2,Medium
5555,East Asia,Mathematics,Female,11,17,18,41.2,5.5,42.7,68.7,High
5556,East Asia,History,Male,11,16,36,22.2,13.7,39.6,84.9,High
5557,North America,Mathematics,Male,10,15,27,29.5,9.6,49.7,79.8,Medium
5558,Europe,Science,Male,12,17,13,27.0,17.1,72.1,84.3,Low
5559,East Asia,History,Female,11,17,23,19.1,6.8,44.8,67.3,Medium
5560,North America,Computer Science,Female,11,16,19,18.3,1.2,41.6,62.2,Low
5561,South Asia,Mathematics,Female,11,16,14,34.0,11.1,56.7,65.1,Medium
5562,North America,Science,Female,10,16,11,44.4,19.1,68.3,76.5,Medium
5563,Africa,Economics,Male,10,16,16,36.7,10.8,48.4,50.4,Medium
5564,North America,Mathematics,Female,10,15,8,16.5,7.6,34.5,77.4,Low
5565,North America,Science,Male,9,15,7,31.0,7.8,36.1,65.0,Low
5566,East Asia,Economics,Female,10,15,27,44.3,7.0,61.5,71.8,High
5567,Europe,History,Male,12,17,11,50.0,2.4,46.6,62.5,High
5568,South Asia,Mathematics,Female,11,17,16,23.8,5.8,50.4,63.3,Low
5569,Europe,Economics,Male,12,17,20,33.7,8.1,45.4,74.0,Medium
5570,Europe,English,Female,11,17,6,10.4,14.4,23.2,56.8,Low
5571,Africa,Computer Science,Male,9,14,16,19.4,8.4,39.6,60.3,Low
5572,Africa,History,Male,9,15,15,16.2,15.9,33.5,61.0,Low
5573,Europe,English,Female,10,16,16,23.4,14.7,59.3,67.3,Low
5574,Africa,English,Male,10,15,37,41.2,10.8,54.3,81.6,High
5575,Africa,History,Male,12,17,23,10.5,13.3,54.5,68.5,Low
5576,East Asia,English,Male,11,17,21,36.5,10.3,56.8,90.4,High
5577,East Asia,Science,Male,12,18,2,11.2,10.0,33.9,58.0,Low
5578,South America,Computer Science,Male,12,17,30,52.4,8.5,62.5,62.9,High
5579,South Asia,Computer Science,Male,11,16,10,25.6,12.3,44.7,62.2,Low
5580,South Asia,History,Male,10,16,21,47.7,8.3,55.1,63.7,High
5581,East Asia,Computer Science,Male,11,16,30,31.2,18.9,68.0,81.4,High
5582,South America,History,Male,11,17,28,46.7,12.2,43.4,63.8,High
5583,Africa,Economics,Female,11,17,18,35.2,7.1,32.2,60.3,Medium
5584,North America,Economics,Female,10,15,20,18.8,4.3,48.4,72.6,Low
5585,South Asia,Economics,Male,9,14,29,30.4,6.5,76.9,93.5,High
5586,Africa,Mathematics,Female,10,16,22,32.5,13.1,42.0,64.1,Medium
5587,Europe,Mathematics,Male,10,15,8,6.5,4.6,42.4,55.8,Low
5588,South America,English,Male,11,17,22,32.2,3.5,39.6,74.8,Medium
5589,Africa,Computer Science,Female,11,16,21,20.0,7.8,46.7,72.9,Medium
5590,South America,Science,Female,12,17,12,16.2,9.0,59.0,65.5,Low
5591,North America,Mathematics,Male,11,16,27,29.8,12.1,42.8,47.8,Low
5592,East Asia,Mathematics,Male,10,16,25,17.6,14.0,34.6,66.8,Medium
5593,East Asia,History,Male,12,17,24,16.3,11.5,38.6,70.4,Medium
5594,East Asia,Economics,Male,10,15,17,30.9,2.7,60.9,61.9,Medium
5595,South America,English,Female,10,15,41,44.1,10.0,45.6,80.0,High
5596,South Asia,Computer Science,Female,9,15,18,13.9,0.0,52.3,47.6,Low
5597,East Asia,Mathematics,Male,12,18,40,15.4,14.7,35.8,56.8,High
5598,Africa,Science,Female,11,17,22,33.3,3.1,55.6,55.2,Medium
5599,Africa,Computer Science,Female,9,15,17,23.0,3.1,63.8,59.2,Low
5600,Africa,English,Female,10,15,18,24.2,7.2,47.9,57.6,Medium
5601,South Asia,Mathematics,Male,10,15,19,41.1,9.8,58.1,74.2,High
5602,South America,Science,Female,9,15,5,33.2,5.9,55.1,53.6,Low
5603,North America,Computer Science,Male,12,17,19,39.4,2.6,23.4,76.8,High
5604,South Asia,Computer Science,Male,11,16,54,58.0,14.2,65.5,88.0,High
5605,East Asia,Computer Science,Male,9,14,22,48.5,10.3,53.6,89.0,High
5606,North America,English,Male,11,16,21,32.4,10.9,29.9,72.6,Medium
5607,South Asia,Economics,Male,11,17,19,45.0,10.1,49.1,71.9,High
5608,East Asia,Economics,Male,9,15,14,27.0,4.1,38.1,48.9,Low
5609,East Asia,English,Female,11,17,11,15.6,4.0,34.1,54.9,Low
5610,North America,Science,Female,11,16,27,44.6,12.6,66.9,71.7,High
5611,Europe,Economics,Female,9,14,9,13.5,9.9,25.9,47.3,Low
5612,Europe,English,Female,12,18,15,46.9,8.6,62.2,77.4,High
5613,East Asia,English,Male,11,17,11,49.7,6.3,60.1,85.0,High
5614,Europe,Economics,Female,11,16,10,35.6,7.3,61.9,63.8,Medium
5615,East Asia,Science,Female,11,16,14,37.9,11.2,53.9,86.7,Medium
5616,Africa,Economics,Male,12,18,28,41.6,5.3,58.5,63.0,High
5617,Africa,Mathematics,Other,11,16,14,32.4,14.5,27.3,46.2,Medium
5618,Europe,Science,Female,10,15,30,52.3,16.8,73.5,77.5,High
5619,South America,English,Female,10,15,5,38.5,7.3,53.6,67.0,Medium
5620,North America,English,Female,9,14,21,15.0,9.5,32.8,73.2,Low
5621,North America,Science,Female,11,16,9,5.2,13.4,40.7,68.4,Low
5622,North America,Economics,Female,9,15,25,10.3,15.1,47.9,80.9,Low
5623,Europe,History,Female,9,15,34,48.7,2.8,30.2,66.1,High
5624,South America,Computer Science,Male,9,14,29,30.5,15.5,42.4,86.3,High
5625,Europe,Computer Science,Male,9,14,11,22.2,10.3,44.9,69.4,Low
5626,Africa,History,Male,11,17,32,52.6,13.2,63.5,73.1,High
5627,South Asia,History,Other,9,15,10,33.6,10.4,24.3,41.1,Medium
5628,North America,History,Male,10,16,11,43.0,6.0,32.1,69.8,Medium
5629,South Asia,Computer Science,Male,10,16,26,23.0,10.6,66.0,65.0,Medium
5630,North America,Economics,Male,11,17,7,22.9,13.3,32.5,72.2,Low
5631,South Asia,Science,Female,9,14,15,37.8,8.7,65.2,58.5,Medium
5632,East Asia,History,Female,12,18,16,42.7,7.3,42.6,84.0,High
5633,East Asia,Science,Female,9,15,33,48.7,7.4,58.4,72.0,High
5634,Europe,Science,Male,9,15,31,62.3,10.4,59.3,74.6,High
5635,Africa,Economics,Female,9,15,30,36.5,5.2,40.9,68.7,High
5636,East Asia,English,Female,9,15,22,26.7,5.7,48.4,68.0,Medium
5637,Europe,Computer Science,Female,9,15,36,33.3,13.2,45.1,61.7,High
5638,South Asia,Computer Science,Female,11,17,9,27.9,11.6,51.1,49.4,Low
5639,North America,Mathematics,Female,11,16,31,17.7,11.9,30.8,67.5,Medium
5640,South America,English,Female,9,15,15,39.7,5.8,38.4,81.8,Medium
5641,Africa,Science,Female,11,17,9,39.0,10.0,44.0,56.8,Medium
5642,Europe,Science,Female,9,14,27,41.6,14.5,43.8,73.2,High
5643,Africa,Science,Female,9,14,13,18.4,10.0,39.9,66.3,Low
5644,Africa,History,Male,10,16,17,36.6,12.0,46.9,67.5,Medium
5645,East Asia,Mathematics,Male,12,17,18,28.4,13.3,45.8,72.6,Medium
5646,North America,English,Male,12,17,26,50.4,7.6,61.2,85.2,High
5647,South America,Science,Female,9,14,26,24.4,6.6,52.4,64.3,Medium
5648,South America,Economics,Other,11,17,28,48.2,7.3,63.2,74.4,High
5649,South America,Computer Science,Male,10,15,8,19.0,4.8,39.1,69.0,Low
5650,South America,English,Male,9,15,13,14.8,13.6,37.8,54.0,Low
5651,South America,Science,Female,11,16,27,26.4,9.6,42.3,83.5,Medium
5652,Africa,Computer Science,Male,11,17,32,39.5,16.6,33.1,69.5,High
5653,North America,History,Male,9,14,19,25.3,6.3,29.3,61.0,Medium
5654,South Asia,History,Female,10,15,12,35.2,10.8,53.6,62.9,Medium
5655,Europe,Mathematics,Male,12,17,29,24.3,11.0,54.1,60.5,Medium
5656,Europe,Mathematics,Female,9,14,23,17.2,7.9,41.2,48.2,Low
5657,Africa,History,Female,9,15,12,28.1,2.1,44.9,45.8,Low
5658,Africa,English,Female,11,16,8,28.4,9.0,35.2,65.8,Low
5659,East Asia,Computer Science,Male,12,17,23,17.8,4.6,30.8,58.2,Medium
5660,Africa,Mathematics,Male,11,16,23,20.7,1.1,57.2,65.6,Medium
5661,North America,Science,Male,11,17,13,46.7,1.0,46.5,54.7,High
5662,Europe,Computer Science,Female,12,17,15,29.2,8.7,43.0,71.8,Medium
5663,South America,Economics,Male,9,14,14,0.0,8.8,20.9,34.3,Low
5664,South Asia,Computer Science,Female,11,17,22,47.2,13.6,56.8,80.6,High
5665,East Asia,Mathematics,Female,12,18,28,49.5,13.6,68.9,68.6,High
5666,South Asia,Mathematics,Female,12,17,23,37.0,8.5,47.8,52.1,High
5667,Europe,Economics,Female,9,14,5,1.5,5.6,31.5,40.6,Low
5668,Africa,English,Male,12,17,19,36.1,5.9,48.1,66.4,Medium
5669,Africa,English,Male,10,16,27,42.8,2.1,65.7,66.4,High
5670,Africa,Economics,Male,10,16,25,27.2,11.2,44.9,51.5,Medium
5671,South Asia,Science,Female,9,15,29,36.3,11.9,50.0,63.7,High
5672,East Asia,Science,Female,11,16,13,10.3,10.2,33.0,54.9,Low
5673,South America,Computer Science,Male,9,14,21,33.5,10.3,31.2,71.0,Medium
5674,East Asia,Economics,Female,12,17,20,24.4,7.0,35.9,67.4,Medium
5675,South Asia,English,Male,9,15,6,14.8,10.8,55.3,53.8,Low
5676,Europe,Mathematics,Male,11,17,21,42.6,11.0,58.4,52.8,High
5677,East Asia,Mathematics,Male,9,15,7,14.3,3.5,23.6,46.2,Low
5678,South Asia,Mathematics,Male,9,14,45,26.9,9.5,43.4,71.3,High
5679,East Asia,English,Female,12,17,17,20.7,6.9,28.0,62.7,Low
5680,North America,History,Female,12,18,29,28.5,9.8,52.0,74.5,High
5681,Europe,English,Female,10,16,35,28.1,8.1,43.4,81.9,High
5682,Africa,Science,Female,10,15,27,31.7,14.6,37.6,74.6,High
5683,South Asia,Computer Science,Male,11,17,13,20.2,10.9,39.6,59.1,Low
5684,South Asia,Economics,Male,10,16,24,42.3,10.5,42.8,76.8,High
5685,East Asia,Science,Female,10,16,10,31.1,5.8,46.3,72.7,Low
5686,South Asia,Computer Science,Male,11,17,18,16.3,9.2,42.5,54.1,Low
5687,Africa,History,Female,10,16,29,20.9,7.4,68.7,65.7,Medium
5688,Europe,Computer Science,Female,10,15,24,29.7,10.9,54.8,75.5,Medium
5689,Africa,Mathematics,Male,10,16,25,32.8,14.1,40.4,69.2,High
5690,Europe,Computer Science,Male,10,16,20,29.3,6.6,27.6,55.6,Medium
5691,South Asia,Computer Science,Female,12,18,12,3.8,3.9,28.4,45.7,Low
5692,East Asia,Computer Science,Male,9,15,18,31.1,11.2,30.9,71.3,Medium
5693,South America,Economics,Female,9,14,18,36.3,13.7,41.8,72.1,Medium
5694,Europe,Computer Science,Male,9,14,6,6.8,16.7,43.5,64.9,Low
5695,East Asia,Economics,Male,9,14,30,56.0,0.0,61.8,73.3,High
5696,North America,Computer Science,Female,9,15,34,52.6,4.3,61.9,83.0,High
5697,North America,English,Male,11,17,21,37.9,4.9,78.1,69.3,High
5698,Africa,Economics,Male,10,15,27,26.4,0.0,42.2,67.9,Medium
5699,Africa,Computer Science,Male,11,17,4,14.6,9.3,38.8,60.9,Low
5700,South Asia,History,Male,10,16,17,23.4,13.2,40.1,49.1,Low
5701,East Asia,History,Female,11,17,12,34.9,9.1,37.3,77.5,Medium
5702,South Asia,English,Female,12,17,20,26.3,7.6,36.4,69.9,Medium
5703,Europe,History,Male,9,14,16,21.8,7.1,45.4,76.7,Low
5704,South Asia,English,Female,9,14,9,35.2,10.2,52.1,74.1,Medium
5705,Europe,Mathematics,Male,12,18,27,51.5,8.5,55.6,70.1,High
5706,Africa,English,Female,11,17,6,0.0,5.6,24.6,35.9,Low
5707,South Asia,Economics,Female,9,14,8,13.8,3.4,22.1,46.0,Low
5708,Europe,Science,Female,12,17,45,17.8,16.0,39.4,87.0,High
5709,East Asia,Computer Science,Female,12,17,11,18.6,5.3,47.0,73.6,Low
5710,Africa,English,Female,10,15,34,42.3,4.9,54.8,59.6,High
5711,Europe,Science,Female,11,16,10,27.0,10.2,37.9,65.7,Low
5712,South America,English,Female,12,18,23,42.0,13.6,54.9,77.9,High
5713,South Asia,Economics,Female,12,17,4,26.7,4.7,52.7,46.6,Low
5714,East Asia,Mathematics,Male,11,16,23,32.3,8.6,56.7,82.4,Medium
5715,South America,Computer Science,Female,11,17,9,19.1,6.1,45.5,63.1,Low
5716,South Asia,Computer Science,Female,12,17,32,46.7,11.9,43.7,75.4,High
